item,movie_id,genre,continent
1119,1241,Comedy,Europe|North America
1120,1242,Action,North America
1121,1243,Comedy,North America
1122,1244,Comedy,North America
1123,1245,Drama,North America
1124,1246,Drama,North America
1125,1247,Drama,North America
1126,1248,Crime,North America
1127,1249,Thriller,North America
1128,1250,Drama,North America
1129,1251,Drama,Europe|North America
1130,1252,Film-Noir,Africa
1131,1253,Drama,Africa
1132,1254,Adventure,North America
1133,1255,Comedy,North America
1134,1256,Comedy,North America
1135,1257,Comedy,North America
1136,1258,Horror,Europe
1137,1259,Adventure,Europe
1138,1260,Crime,North America
1139,1261,Action,North America
1140,1262,Adventure,North America
1141,1263,Drama,North America
1142,1264,Action,Europe|North America
1143,1265,Comedy,Europe|North America
1144,1266,Western,North America
1145,1267,Film-Noir,North America
1146,1268,Drama,North America
1147,1269,Comedy,North America
1148,1270,Comedy,North America
1149,1271,Drama,North America
1150,1272,Drama,North America
1151,1273,Comedy,North America
1152,1274,Adventure,Europe|North America
1153,1275,Action,North America
1154,1276,Comedy,Europe|North America
1155,1277,Action,Oceania
1156,1278,Comedy,North America
1157,1279,Comedy,North America
1158,1280,Drama,North America
1159,1281,Comedy,North America
1160,1282,Animation,Europe|North America
1161,1283,Western,North America
1162,1284,Film-Noir,Europe|North America
1163,1285,Comedy,North America
1164,1286,Drama,North America
1165,1287,Action,North America
1166,1288,Comedy,North America
1167,1289,Documentary,North America
1168,1290,Drama,North America
1169,1291,Action,North America
1170,1292,Comedy,Europe|North America
1171,1293,Drama,North America
1172,1295,Drama,North America
1173,1296,Drama,North America
1174,1297,Comedy,North America
1175,1298,Drama,Europe
1176,1299,Drama,Europe
1177,1300,Drama,North America
1178,1301,Sci-Fi,North America
1179,1302,Drama,North America
1180,1303,Adventure,Asia|North America
1181,1304,Action,Europe|North America
1182,1305,Drama,North America
1183,1306,Drama,North America
1184,1307,Comedy,Europe|North America
1185,1310,Documentary,Europe
1186,1311,Comedy,North America
1187,1312,Drama,North America
1188,1313,Crime,North America
1189,1315,Documentary,North America
1190,1317,Comedy,North America
1191,1320,Action,North America
1192,1321,Horror,Europe
1193,1322,Horror,Europe
1194,1323,Horror,Europe
1195,1324,Horror,Europe
1196,1325,Horror,Europe
1197,1326,Horror,Europe
1198,1327,Horror,Europe
1199,1328,Horror,Europe
1200,1329,Horror,Europe
1201,1330,Comedy,Europe
1202,1331,Horror,Europe
1203,1332,Horror,Europe
1204,1333,Horror,Europe|North America
1205,1334,Horror,Europe
1206,1335,Action,Europe
1207,1336,Horror,Europe
1208,1337,Horror,North America
1209,1339,Horror,North America
1210,1340,Horror,North America
1211,1341,Horror,North America
1212,1342,Horror,North America
1213,1343,Thriller,Europe|North America
1214,1344,Film-Noir,North America
1215,1345,Horror,North America
1216,1346,Horror,Europe
1217,1347,Horror,Europe
1218,1348,Horror,North America
1219,1349,Horror,North America
1220,1350,Horror,North America
1221,1351,Drama,North America
1222,1352,Crime,North America
1223,1353,Comedy,North America
1224,1354,Drama,North America
1225,1355,Horror,North America
1226,1356,Action,North America
1227,1357,Drama,North America
1228,1358,Drama,North America
1229,1359,Adventure,North America
1230,1360,Drama,North America
1231,1361,Documentary,Europe|North America
1232,1363,Drama,North America
1233,1365,Drama,North America
1234,1366,Drama,North America
1235,1367,Children's,North America
1236,1369,Drama,North America
1237,1370,Action,North America
1238,1371,Action,North America
1239,1372,Action,North America
1240,1373,Action,North America
1241,1374,Action,North America
1242,1375,Action,North America
1243,1376,Action,North America
1244,1377,Action,North America
1245,1378,Action,North America
1246,1379,Action,North America
1247,1380,Comedy,North America
1248,1381,Comedy,North America
1249,1382,Action,North America
1250,1383,Action,North America
1251,1384,Drama,North America
1252,1385,Action,North America
1253,1386,Western,North America
1254,1387,Action,Europe|North America
1255,1388,Action,North America
1256,1389,Action,Europe|North America
1257,1390,Comedy,North America
1258,1391,Action,North America
1259,1392,Comedy,Europe|North America
1260,1393,Drama,North America
1261,1394,Comedy,North America
1262,1395,Comedy,Europe
1263,1396,Crime,Asia|Europe
1264,1397,Drama,Europe
1265,1398,Romance,Europe|North America
1266,1399,Drama,North America
1267,1401,Drama,North America
1268,1404,Crime,North America
1269,1405,Animation,Europe
1270,1406,Drama,North America
1271,1407,Horror,North America
1272,1408,Action,North America
1273,1409,Comedy,North America
1274,1410,Comedy,North America
1275,1411,Drama,North America
1276,1412,Drama,North America
1277,1413,Drama,North America|Oceania
1278,1414,Comedy,North America
1279,1415,Crime,Europe
1280,1416,Drama,Europe|North America
1281,1417,Drama,North America
1282,1419,Drama,North America
1283,1420,Documentary,North America
1284,1422,Mystery,North America
1285,1423,Drama,North America
1286,1425,Comedy,Asia|Europe|North America
1287,1426,Children's,North America
1288,1427,Thriller,North America
1289,1428,Drama,North America
1290,1429,Action,North America
1291,1430,Thriller,Europe
1292,1431,Action,North America
1293,1432,Action,North America
1294,1433,Comedy,North America
1295,1436,Comedy,North America
1296,1437,Drama,Europe|North America
1297,1438,Action,North America
1298,1439,Comedy,North America
1299,1440,Comedy,North America
1300,1441,Comedy,North America
1301,1442,Drama,North America
1302,1444,Comedy,Asia|North America
1303,1445,Comedy,Europe|North America
1304,1446,Comedy,North America
1305,1447,Crime,Europe|North America
1306,1449,Comedy,North America
1307,1450,War,Europe
1308,1453,Comedy,Asia|North America
1309,1454,Comedy,Europe|North America
1310,1455,Comedy,North America
1311,1456,Comedy,Asia|North America
1312,1457,Comedy,North America
1313,1458,Romance,North America
1314,1459,Mystery,North America
1315,1460,Children's,North America
1316,1461,Comedy,North America
1317,1463,Comedy,Europe|North America
1318,1464,Mystery,North America
1319,1465,Drama,North America
1320,1466,Crime,Europe
1321,1468,Comedy,Europe|North America
1322,1470,Documentary,North America
1323,1471,Drama,North America
1324,1472,Crime,North America
1325,1473,Action,North America
1326,1474,Children's,Europe|North America
1327,1475,Romance,North America
1328,1476,Comedy,North America
1329,1477,Romance,North America
1330,1479,Action,North America
1331,1480,Action,North America
1332,1482,Comedy,North America
1333,1483,Drama,Europe
1334,1484,Mystery,Europe
1335,1485,Comedy,North America
1336,1486,Drama,North America
1337,1487,Drama,Europe
1338,1488,Action,North America
1339,1489,Animation,North America
1340,1490,Comedy,North America
1341,1493,Romance,North America
1342,1495,Action,North America
1343,1496,Drama,Europe|South America
1344,1497,Action,North America
1345,1498,Drama,Europe|North America
1346,1499,Action,Europe|North America
1347,1500,Comedy,Europe
1348,1501,Crime,North America
1349,1502,Romance,North America
1350,1503,Comedy,Asia
1351,1504,Drama,Asia
1352,1507,Drama,Asia|North America
1353,1508,Drama,North America
1354,1509,Drama,North America
1355,1510,Drama,North America
1356,1511,Comedy,North America
1357,1513,Comedy,North America
1358,1514,Romance,Europe
1359,1515,Drama,North America
1360,1516,Comedy,North America
1361,1517,Comedy,Europe|North America
1362,1518,Action,North America
1363,1519,Drama,North America
1364,1520,Romance,Europe
1365,1522,Drama,Europe|North America
1366,1523,Action,North America
1367,1525,Action,North America
1368,1526,Comedy,North America
1369,1527,Action,North America
1370,1528,Comedy,North America
1371,1529,Drama,North America
1372,1531,Drama,North America
1373,1532,Comedy,Oceania
1374,1533,Drama,North America
1375,1534,Drama,North America
1376,1535,Drama,North America
1377,1537,Comedy,Asia|Europe
1378,1538,Adventure,North America
1379,1539,Comedy,Europe|North America|Oceania
1380,1541,Comedy,Europe
1381,1542,Comedy,Asia|Europe|North America
1382,1543,Drama,North America
1383,1544,Action,North America
1384,1545,Drama,North America
1385,1546,Comedy,North America
1386,1547,Children's,Europe|North America
1387,1549,Drama,North America
1388,1550,Comedy,Europe|North America
1389,1551,Adventure,North America
1390,1552,Action,North America
1391,1553,Comedy,North America
1392,1554,Drama,North America
1393,1555,Drama,North America
1394,1556,Action,North America
1395,1558,Comedy,North America
1396,1561,Comedy,North America
1397,1562,Action,North America
1398,1563,Drama,North America
1399,1564,Comedy,North America
1400,1565,Comedy,North America
1401,1566,Adventure,North America
1402,1567,Drama,North America
1403,1569,Comedy,North America
1404,1570,Sci-Fi,North America
1405,1571,Comedy,North America
1406,1572,Drama,North America
1407,1573,Action,North America
1408,1574,Romance,North America
1409,1575,Drama,North America
1410,1579,Drama,North America
1411,1580,Action,North America
1412,1581,Comedy,Europe
1413,1582,Adventure,North America
1414,1583,Children's,North America
1415,1584,Drama,North America
1416,1585,Comedy,North America
1417,1586,Action,North America
1418,1587,Action,Europe
1419,1588,Children's,Europe
1420,1589,Crime,North America
1421,1590,Action,North America
1422,1591,Action,North America
1423,1592,Children's,North America
1424,1593,Comedy,North America
1425,1594,Drama,North America
1426,1595,Adventure,North America
1427,1596,Drama,North America
1428,1597,Action,North America
1429,1598,Crime,North America
1430,1599,Action,Europe
1431,1600,Drama,Asia|Europe
1432,1601,Crime,North America
1433,1602,Comedy,Asia|North America
1434,1603,Sci-Fi,North America
1435,1604,Action,North America
1436,1605,Adventure,Europe|North America
1437,1606,Action,Europe
1438,1608,Action,North America
1439,1609,Drama,Europe
1440,1610,Action,North America
1441,1611,Drama,North America
1442,1612,Comedy,North America
1443,1613,Drama,Asia|Europe|North America
1444,1614,Comedy,North America
1445,1615,Adventure,Europe|North America
1446,1616,Action,North America
1447,1617,Crime,North America
1448,1619,Drama,North America
1449,1620,Crime,North America
1450,1621,Drama,North America
1451,1622,Comedy,Europe|North America
1452,1623,Horror,North America
1453,1624,Drama,North America
1454,1625,Mystery,North America
1455,1626,Action,North America
1456,1627,Action,North America
1457,1629,Comedy,North America
1458,1631,Thriller,North America
1459,1632,Comedy,North America
1460,1633,Drama,North America
1461,1635,Drama,North America
1462,1636,Action,North America
1463,1639,Drama,North America
1464,1640,Comedy,Europe
1465,1641,Comedy,North America
1466,1642,Comedy,North America
1467,1643,Drama,Europe|Oceania
1468,1644,Horror,Oceania
1469,1645,Crime,North America|Oceania
1470,1646,Comedy,North America
1471,1647,Crime,North America
1472,1648,Comedy,North America
1473,1649,Documentary,North America
1474,1650,Drama,North America
1475,1651,Drama,North America
1476,1652,Documentary,North America
1477,1653,Drama,North America
1478,1654,Children's,North America
1479,1655,Horror,Europe
1480,1656,Romance,Europe
1481,1657,Documentary,Europe
1482,1658,Romance,Europe
1483,1659,Drama,North America
1484,1660,Drama,North America
1485,1661,Thriller,North America
1486,1662,Crime,North America
1487,1663,Comedy,Europe
1488,1664,Drama,Europe|North America
1489,1665,Comedy,North America
1490,1666,Romance,Europe|North America
1491,1667,Action,North America
1492,1668,Drama,Europe
1493,1669,Romance,North America
1494,1670,Drama,Europe
1495,1671,Crime,North America
1496,1672,Drama,North America
1497,1673,Drama,North America
1498,1674,Drama,North America
1499,1675,Crime,Europe|North America
1500,1676,Action,North America
1501,1677,Comedy,North America
1502,1678,Drama,North America
1503,1679,Comedy,North America
1504,1680,Drama,Asia|Europe
1505,1681,Action,North America
1506,1682,Drama,Europe|North America
1507,1683,Drama,North America
1508,1684,Romance,North America
1509,1685,Romance,North America
1510,1686,Crime,North America
1511,1687,Action,North America
1512,1688,Animation,Asia
1513,1689,Comedy,North America
1514,1690,Action,North America
1515,1692,Horror,North America
1516,1693,Drama,North America
1517,1694,Drama,North America
1518,1695,Drama,North America
1519,1696,Drama,North America
1520,1699,Drama,North America
1521,1701,Comedy,North America
1522,1702,Children's,North America
1523,1703,Comedy,North America
1524,1704,Drama,North America
1525,1707,Children's,North America
1526,1711,Comedy,North America
1527,1713,Children's,Asia|North America
1528,1715,Thriller,North America
1529,1717,Horror,North America
1530,1718,Thriller,North America
1531,1719,Drama,North America
1532,1720,Action,North America
1533,1721,Drama,North America
1534,1722,Action,North America
1535,1724,Drama,North America
1536,1725,Drama,North America
1537,1726,Drama,North America
1538,1727,Drama,North America
1539,1728,Drama,North America
1540,1729,Crime,North America|Oceania
1541,1730,Drama,Europe|North America
1542,1731,Comedy,North America
1543,1732,Comedy,North America
1544,1733,Drama,Europe
1545,1734,Comedy,North America
1546,1735,Drama,Europe
1547,1739,Action,North America
1548,1743,Documentary,North America
1549,1744,Action,North America
1550,1746,Comedy,Europe|North America
1551,1747,Comedy,North America
1552,1748,Film-Noir,Europe
1553,1749,Romance,North America
1554,1750,Adventure,North America
1555,1752,Action,Europe
1556,1753,Comedy,Europe
1557,1754,Action,North America
1558,1755,Romance,North America
1559,1756,Horror,Europe
1560,1759,Drama,North America
1561,1760,Comedy,North America
1562,1762,Action,North America
1563,1764,Comedy,Europe|North America
1564,1767,Drama,North America
1565,1769,Action,Europe
1566,1770,Romance,North America
1567,1771,Horror,North America
1568,1772,Action,North America
1569,1773,Action,North America
1570,1777,Comedy,North America
1571,1779,Adventure,Europe
1572,1780,Documentary,North America
1573,1782,Comedy,North America
1574,1783,Film-Noir,North America
1575,1784,Comedy,North America
1576,1785,Action,Europe|South America
1577,1787,Documentary,North America
1578,1788,Action,Europe
1579,1791,Crime,Europe
1580,1792,Action,Europe
1581,1793,Comedy,North America
1582,1794,Comedy,Europe
1583,1795,Drama,Europe|North America
1584,1796,Action,North America
1585,1797,Documentary,North America
1586,1798,Thriller,Asia
1587,1799,Crime,North America
1588,1801,Action,North America
1589,1804,Crime,Europe
1590,1805,Crime,North America
1591,1806,Adventure,North America
1592,1807,Drama,North America
1593,1809,Comedy,North America
1594,1810,Drama,Europe
1595,1811,Drama,Europe
1596,1812,Children's,North America
1597,1814,Drama,Europe
1598,1815,Drama,Europe
1599,1816,Comedy,North America
1600,1817,Comedy,North America
1601,1821,Comedy,North America
1602,1822,Children's,Europe|North America
1603,1824,Comedy,North America
1604,1825,Action,Europe|North America
1605,1826,Adventure,Asia
1606,1827,Comedy,Europe|North America
1607,1829,Drama,North America
1608,1831,Action,Europe
1609,1832,Action,North America|Oceania
1610,1833,Action,Asia
1611,1834,Drama,North America
1612,1835,Romance,Asia|North America
1613,1836,Drama,Europe|North America
1614,1837,Comedy,North America
1615,1839,Comedy,North America
1616,1840,Drama,North America
1617,1841,Drama,North America
1618,1842,Crime,North America
1619,1843,Children's,North America
1620,1844,Drama,Oceania
1621,1845,Comedy,North America
1622,1846,Drama,North America
1623,1848,Adventure,Europe|North America
1624,1849,Adventure,Asia|North America
1625,1850,Drama,Europe|North America
1626,1851,Drama,North America
1627,1852,Drama,Asia
1628,1853,Comedy,Asia
1629,1854,Comedy,North America
1630,1855,Comedy,Europe|North America
1631,1856,Documentary,North America
1632,1857,Comedy,North America
1633,1858,Action,Europe
1634,1859,Drama,Europe
1635,1860,Drama,North America
1636,1861,Comedy,Europe
1637,1862,Horror,North America
1638,1863,Comedy,Europe
1639,1864,Comedy,North America
1640,1865,Documentary,North America
1641,1866,Action,North America
1642,1867,Action,North America
1643,1869,Action,North America
1644,1870,Comedy,Europe
1645,1871,Comedy,Europe|North America
1646,1872,Drama,Europe|North America
1647,1873,Drama,Europe|North America
1648,1874,Comedy,Europe|North America
1649,1875,Comedy,North America
1650,1876,Action,North America
1651,1877,Drama,North America
1652,1878,Comedy,North America
1653,1879,Drama,North America
1654,1880,Drama,North America
1655,1881,Adventure,North America
1656,1882,Action,North America
1657,1883,Comedy,Europe
1658,1884,Comedy,North America
1659,1885,Comedy,North America
1660,1886,Comedy,Europe|North America
1661,1887,Adventure,North America
1662,1888,Comedy,Europe|North America
1663,1889,Thriller,North America
1664,1890,Drama,North America
1665,1891,Horror,North America
1666,1892,Mystery,North America
1667,1893,Drama,North America
1668,1894,Adventure,North America
1669,1895,Comedy,North America
1670,1896,Comedy,North America
1671,1897,Drama,North America
1672,1898,Drama,North America
1673,1899,Adventure,North America
1674,1900,Drama,North America
1675,1901,Documentary,North America
1676,1902,Drama,North America
1677,1903,Comedy,North America
1678,1904,Comedy,Europe|North America
1679,1905,Drama,Europe|North America
1680,1906,Comedy,Europe
1681,1907,Animation,Europe|North America
1682,1909,Mystery,North America
1683,1910,Action,Europe|North America
1684,1911,Comedy,North America
1685,1912,Action,North America
1686,1913,Drama,North America
1687,1914,Comedy,North America
1688,1915,Drama,North America
1689,1916,Action,Europe
1690,1917,Action,Europe|North America
1691,1918,Action,North America
1692,1919,Children's,Europe|North America
1693,1920,Animation,North America
1694,1921,Sci-Fi,Europe|North America
1695,1922,Drama,Europe|North America
1696,1923,Comedy,Europe
1697,1924,Horror,Europe
1698,1925,Drama,North America
1699,1926,Musical,North America
1700,1927,War,Oceania
1701,1928,Western,Europe
1702,1929,Drama,Europe
1703,1930,Drama,North America
1704,1931,Adventure,North America
1705,1932,Musical,North America
1706,1933,Drama,North America
1707,1934,Comedy,North America
1708,1935,Drama,North America
1709,1936,Drama,North America
1710,1937,Comedy,Europe
1711,1938,Drama,Europe
1712,1939,Drama,North America
1713,1940,Drama,North America
1714,1941,Drama,Europe
1715,1942,Drama,North America
1716,1943,Drama,North America
1717,1944,Drama,North America
1718,1945,Crime,Europe|North America
1719,1946,Drama,Europe|North America
1720,1947,Musical,North America
1721,1948,Comedy,North America
1722,1949,Drama,North America
1723,1950,Drama,North America
1724,1951,Musical,North America
1725,1952,Drama,Europe|North America
1726,1953,Action,North America
1727,1954,Action,Europe
1728,1955,Drama,North America
1729,1956,Drama,North America
1730,1957,Drama,North America
1731,1958,Comedy,North America
1732,1959,Drama,North America
1733,1960,Drama,North America
1734,1961,Drama,North America
1735,1962,Drama,North America
1736,1963,Comedy,North America
1737,1964,Drama,Europe|North America
1738,1965,Comedy,Asia|Europe|North America
1739,1966,Comedy,Europe|North America
1740,1967,Adventure,Europe
1741,1968,Comedy,Europe
1742,1969,Horror,North America
1743,1970,Horror,North America
1744,1971,Horror,North America
1745,1972,Horror,North America
1746,1973,Horror,North America
1747,1974,Horror,North America
1748,1975,Horror,North America
1749,1976,Horror,North America
1750,1977,Horror,North America
1751,1978,Horror,North America
1752,1979,Horror,Europe
1753,1980,Horror,North America
1754,1981,Horror,Europe|North America
1755,1982,Horror,Europe
1756,1983,Horror,North America
1757,1984,Horror,North America
1758,1985,Horror,Asia|North America
1759,1986,Horror,North America
1760,1987,Horror,North America
1761,1988,Horror,North America
1762,1989,Horror,North America
1763,1990,Horror,North America
1764,1991,Horror,North America
1765,1992,Horror,North America
1766,1993,Horror,North America
1767,1994,Horror,North America
1768,1995,Horror,Europe|North America
1769,1996,Horror,Europe|North America
1770,1997,Horror,North America
1771,1998,Horror,Europe
1772,1999,Horror,North America
1773,2000,Action,North America
1774,2001,Action,North America
1775,2002,Action,North America
1776,2003,Comedy,Europe
1777,2004,Comedy,North America
1778,2005,Adventure,Asia|Europe|North America
1779,2006,Action,Asia|Europe
1780,2007,Comedy,North America
1781,2008,Crime,North America
1782,2009,Sci-Fi,North America
1783,2010,Sci-Fi,North America
1784,2011,Comedy,North America
1785,2012,Comedy,Europe
1786,2013,Action,North America
1787,2014,Children's,Oceania
1788,2015,Children's,Europe
1789,2016,Children's,North America
1790,2017,Children's,Europe|North America
1791,2018,Animation,North America
1792,2019,Action,North America
1793,2020,Drama,North America
1794,2021,Fantasy,North America
1795,2022,Drama,North America
1796,2023,Action,Europe
1797,2024,Drama,Europe|North America
1798,2025,Drama,North America
1799,2026,Horror,North America
1800,2027,Comedy,Europe|North America
1801,2028,Action,Europe
1802,2029,Comedy,North America
1803,2031,Children's,North America
1804,2032,Children's,Europe|North America
1805,2033,Animation,North America
1806,2034,Sci-Fi,North America
1807,2035,Children's,Europe|North America
1808,2036,Children's,North America
1809,2037,Adventure,North America
1810,2038,Children's,North America
1811,2039,Adventure,North America
1812,2040,Children's,North America
1813,2041,Action,North America
1814,2042,Children's,Europe|North America
1815,2043,Adventure,Europe|North America
1816,2044,Comedy,Asia|North America
1817,2045,Adventure,Europe|North America|Oceania
1818,2046,Adventure,North America
1819,2047,Children's,North America
1820,2048,Animation,North America
1821,2049,Comedy,Europe|North America
1822,2050,Adventure,North America
1823,2051,Adventure,North America
1824,2052,Children's,North America
1825,2053,Children's,North America
1826,2054,Adventure,North America
1827,2055,Comedy,Asia
1828,2056,Adventure,North America
1829,2057,Adventure,North America
1830,2058,Action,North America
1831,2059,Children's,North America
1832,2060,Comedy,Asia|North America
1833,2061,Documentary,Asia|North America
1834,2062,Drama,Europe|North America
1835,2063,Drama,North America
1836,2064,Comedy,North America
1837,2065,Comedy,North America
1838,2066,Film-Noir,North America
1839,2067,Drama,North America
1840,2068,Drama,North America
1841,2069,Drama,Europe
1842,2070,Drama,North America
1843,2071,Drama,Europe
1844,2072,Comedy,North America
1845,2073,Comedy,North America
1846,2074,Drama,North America
1847,2075,Drama,North America
1848,2076,Drama,North America
1849,2077,Adventure,Asia|Europe
1850,2078,Animation,North America
1851,2079,Children's,Europe
1852,2080,Animation,Europe
1853,2081,Animation,North America
1854,2082,Children's,North America
1855,2083,Children's,Europe
1856,2084,Children's,Asia|Europe
1857,2085,Animation,North America
1858,2086,Drama,North America
1859,2087,Animation,North America
1860,2088,Adventure,Europe
1861,2089,Animation,North America
1862,2090,Animation,Europe|North America
1863,2091,Children's,Asia
1864,2092,Animation,North America
1865,2093,Adventure,Europe|North America
1866,2094,Action,North America
1867,2095,Children's,North America
1868,2096,Animation,North America
1869,2097,Children's,North America
1870,2098,Children's,North America
1871,2099,Adventure,North America
1872,2100,Comedy,North America
1873,2101,Adventure,Europe|North America
1874,2102,Animation,North America
1875,2103,Adventure,North America
1876,2104,Drama,North America
1877,2105,Action,Europe|North America
1878,2106,Drama,North America
1879,2107,Horror,Europe
1880,2108,Comedy,Europe
1881,2109,Comedy,Europe|North America
1882,2110,Comedy,Europe|North America
1883,2111,Comedy,North America
1884,2112,Crime,North America
1885,2113,Horror,North America
1886,2114,Drama,Europe
1887,2115,Action,North America
1888,2116,Adventure,North America
1889,2117,Drama,North America
1890,2118,Horror,North America
1891,2119,Horror,North America
1892,2120,Drama,North America
1893,2121,Horror,Europe|North America
1894,2122,Horror,Europe|North America
1895,2123,Animation,Europe
1896,2124,Comedy,North America
1897,2125,Drama,Asia
1898,2126,Action,North America
1899,2127,Drama,Asia|Europe
1900,2128,Comedy,Europe|North America
1901,2129,Documentary,Europe|North America
1902,2130,Crime,North America
1903,2131,Drama,North America
1904,2132,Drama,North America
1905,2133,Adventure,Europe|North America
1906,2134,Comedy,Europe|North America
1907,2135,Adventure,North America
1908,2136,Comedy,North America
1909,2137,Animation,Europe|North America
1910,2138,Animation,North America
1911,2139,Animation,North America
1912,2140,Children's,North America
1913,2141,Animation,Europe
1914,2142,Animation,Europe
1915,2143,Adventure,North America
1916,2144,Comedy,North America
1917,2145,Comedy,Europe
1918,2146,Drama,North America
1919,2147,Drama,North America
1920,2148,Comedy,Europe|North America
1921,2149,Comedy,Oceania
1922,2150,Comedy,North America
1923,2151,Comedy,North America
1924,2152,Children's,North America|Oceania
1925,2153,Action,North America
1926,2154,Drama,North America
1927,2155,Comedy,Asia
1928,2156,Comedy,North America
1929,2157,Romance,North America
1930,2158,Crime,North America
1931,2159,Crime,North America
1932,2160,Horror,North America
1933,2161,Adventure,Europe
1934,2162,Adventure,North America
1935,2163,Comedy,North America
1936,2164,Drama,North America
1937,2165,Drama,North America
1938,2166,Drama,North America
1939,2167,Action,North America
1940,2168,Drama,North America
1941,2169,Comedy,North America|Oceania
1942,2170,Action,North America
1943,2171,Comedy,Europe
1944,2172,Comedy,North America
1945,2173,Adventure,North America
1946,2174,Comedy,North America
1947,2175,Drama,Asia
1948,2176,Thriller,Europe
1949,2177,Comedy,North America
1950,2178,Thriller,Europe
1951,2179,Thriller,Europe|North America
1952,2180,Thriller,North America
1953,2181,Thriller,Europe
1954,2182,Drama,North America
1955,2183,Thriller,Europe
1956,2184,Mystery,North America
1957,2185,Thriller,Europe
1958,2186,Film-Noir,Europe
1959,2187,Mystery,North America
1960,2188,Drama,North America
1961,2189,Animation,North America
1962,2190,Drama,South America
1963,2191,Comedy,North America
1964,2192,Drama,North America
1965,2193,Action,North America
1966,2194,Action,North America
1967,2195,Comedy,North America
1968,2196,Action,Europe
1969,2197,Drama,Europe|North America
1970,2198,Documentary,North America
1971,2200,Drama,Europe
1972,2201,Drama,Europe
1973,2202,Drama,Europe
1974,2203,Film-Noir,Europe
1975,2204,Thriller,North America
1976,2205,Comedy,North America
1977,2206,Mystery,Europe
1978,2207,Drama,North America
1979,2208,Comedy,North America
1980,2209,Crime,North America
1981,2210,Thriller,Europe|North America
1982,2211,Thriller,Europe|North America
1983,2212,Thriller,North America
1984,2213,Comedy,Europe|North America
1985,2215,Comedy,Europe
1986,2217,Comedy,North America
1987,2219,Mystery,North America
1988,2221,Thriller,Europe|North America
1989,2227,Thriller,Europe
1990,2231,Crime,Europe
1991,2232,Sci-Fi,Europe|North America
1992,2233,Drama,Europe
1993,2234,Drama,North America
1994,2235,Drama,Asia
1995,2236,Drama,North America
1996,2237,Drama,North America
1997,2238,Comedy,North America
1998,2239,Comedy,North America
1999,2240,Drama,Europe|North America
2000,2241,Comedy,North America|Oceania
2001,2242,Drama,North America
2002,2243,Comedy,Asia|North America
2003,2244,Comedy,Europe|North America
2004,2245,Comedy,North America
2005,2246,Comedy,Europe
2006,2247,Comedy,North America
2007,2248,Comedy,North America
2008,2249,Comedy,North America
2009,2250,Drama,North America
2010,2251,Comedy,North America
2011,2252,Comedy,Europe
2012,2253,Action,Europe
2013,2255,Comedy,Europe
2014,2256,Horror,Europe
2015,2257,Comedy,Europe
2016,2259,Comedy,North America
2017,2260,Action,North America
2018,2261,Comedy,North America
2019,2262,Comedy,North America
2020,2263,Thriller,Europe|North America
2021,2264,Drama,North America
2022,2265,Adventure,Asia|Europe
2023,2266,Comedy,North America
2024,2267,Mystery,Asia
2025,2268,Crime,North America
2026,2269,Drama,Europe|North America
2027,2271,Drama,Asia|Europe
2028,2272,Drama,North America
2029,2273,Action,North America
2030,2275,Action,North America
2031,2276,Drama,North America
2032,2278,Action,Asia|North America
2033,2279,Horror,Europe
2034,2280,Crime,North America
2035,2281,Crime,North America
2036,2282,Comedy,North America
2037,2283,Drama,North America
2038,2284,Drama,North America
2039,2285,Drama,North America
2040,2286,Comedy,North America
2041,2287,Sci-Fi,North America
2042,2288,Action,North America
2043,2289,Comedy,Europe
2044,2290,Comedy,Europe|North America
2045,2291,Drama,North America
2046,2292,Romance,North America
2047,2293,Drama,North America
2048,2294,Animation,North America
2049,2295,Comedy,North America
2050,2296,Comedy,Europe|North America
2051,2297,Drama,North America
2052,2298,Thriller,Asia|North America
2053,2299,Comedy,Asia
2054,2300,Comedy,North America
2055,2301,Comedy,North America
2056,2302,Comedy,North America
2057,2303,Drama,North America
2058,2304,Drama,North America
2059,2305,Drama,Europe|North America
2060,2306,Comedy,North America
2061,2307,Action,North America
2062,2308,Action,North America
2063,2309,Drama,North America
2064,2310,Drama,North America
2065,2311,Mystery,North America
2066,2312,Drama,North America
2067,2313,Drama,North America
2068,2314,Drama,North America
2069,2315,Horror,Europe
2070,2316,Drama,North America
2071,2317,Comedy,Europe
2072,2318,Comedy,North America
2073,2320,Drama,Europe
2074,2321,Comedy,North America
2075,2322,Action,North America
2076,2323,Documentary,North America
2077,2324,Comedy,North America
2078,2325,Comedy,Europe
2079,2326,Drama,Asia
2080,2327,Horror,Europe|North America
2081,2328,Horror,North America
2082,2329,Drama,North America
2083,2330,Documentary,North America
2084,2331,Comedy,Europe
2085,2332,Crime,Europe|North America
2086,2333,Drama,North America
2087,2334,Action,North America
2088,2335,Comedy,North America
2089,2336,Drama,North America
2090,2337,Drama,North America
2091,2338,Horror,Asia|North America
2092,2339,Comedy,Europe
2093,2340,Romance,North America
2094,2341,Drama,North America
2095,2342,Comedy,Europe
2096,2343,Drama,North America
2097,2344,Action,North America
2098,2345,Drama,North America
2099,2346,Sci-Fi,North America
2100,2347,Action,North America
2101,2348,Drama,Europe
2102,2349,Comedy,North America
2103,2350,Comedy,Europe
2104,2351,Drama,North America
2105,2352,Comedy,Europe
2106,2353,Action,Europe
2107,2354,Animation,Europe|North America
